Age,Revenu,Genre,IMC,Achats,Score_Credit,Nombre_Enfants,Statut_Marital,Ville,Depenses_Mensuelles,Epargne,Temps_Travail,Satisfaction_Client,Anciennete_Client,Score_Sante
28,112543.0,femme,17.5,41,501,2,divorcé,thiès,81885.0,31672.0,47,1,14,3
65,146733.0,femme,20.3,48,445,4,divorcé,thiès,20728.0,1085.0,26,5,5,44
75,110673.0,femme,16.1,28,756,4,célibataire,dakar,93911.0,15891.0,46,5,5,65
57,57828.0,homme,26.7,49,434,1,divorcé,saint-louis,97350.0,15600.0,32,2,17,35
45,63604.0,homme,18.0,19,563,1,marié,saint-louis,46214.0,32458.0,58,4,18,22
34,25526.0,homme,32.4,15,363,5,célibataire,thiès,67935.0,8645.0,58,4,19,18
32,83910.0,homme,21.7,16,790,3,marié,kaolack,97081.0,41578.0,22,1,18,39
71,40592.0,femme,38.6,15,340,2,marié,thiès,55588.0,41596.0,41,2,1,71
78,43982.0,femme,36.9,18,595,5,célibataire,dakar,28953.0,4874.0,31,2,2,15
34,15207.0,homme,22.9,7,302,3,marié,kaolack,78408.0,13767.0,16,5,13,57
43,103733.0,homme,34.8,37,409,5,célibataire,dakar,84904.0,26825.0,31,1,3,17
73,139982.0,homme,35.3,37,520,4,marié,kaolack,44103.0,10913.0,30,3,16,35
70,83619.0,femme,39.7,28,669,1,célibataire,kaolack,80949.0,16215.0,15,4,5,23
41,61479.0,homme,30.3,40,667,1,divorcé,thiès,59264.0,18733.0,23,4,18,0
52,96437.0,homme,18.0,35,735,5,divorcé,dakar,30156.0,14332.0,25,2,8,0
41,113540.0,femme,31.5,25,303,1,marié,kaolack,23423.0,4432.0,12,1,3,63
68,87982.0,femme,31.0,30,543,0,divorcé,dakar,48062.0,22559.0,18,3,6,61
77,117747.0,homme,31.3,43,465,5,célibataire,thiès,52805.0,26570.0,56,4,3,35
38,63231.0,femme,,11,325,4,marié,thiès,11987.0,40033.0,30,1,10,74
78,44301.0,homme,36.6,16,694,5,divorcé,thiès,72979.0,6103.0,59,3,1,17
24,33752.0,femme,39.0,14,773,5,divorcé,thiès,47597.0,43780.0,39,2,9,15
27,113452.0,homme,21.2,8,316,1,marié,saint-louis,93905.0,15900.0,39,5,5,16
68,136237.0,homme,18.1,38,391,4,divorcé,kaolack,37868.0,2031.0,51,4,7,23
16,71273.0,homme,20.7,41,782,5,divorcé,saint-louis,86970.0,17633.0,51,4,14,97
73,106878.0,homme,35.7,47,842,1,marié,thiès,73805.0,23192.0,41,3,12,67
73,19895.0,femme,32.2,11,504,2,divorcé,kaolack,90084.0,19940.0,32,5,1,98
16,134968.0,femme,31.3,31,801,4,divorcé,kaolack,,41287.0,12,1,19,78
62,130700.0,femme,25.6,24,699,3,divorcé,dakar,67467.0,8988.0,10,2,0,1
49,91559.0,femme,29.9,38,506,0,divorcé,thiès,27007.0,38067.0,12,1,14,94
47,25699.0,homme,23.4,17,445,3,marié,saint-louis,86864.0,12952.0,46,3,6,72
77,24715.0,homme,27.5,14,400,4,célibataire,dakar,13389.0,27369.0,16,4,17,9
69,34169.0,femme,,31,540,5,célibataire,kaolack,19458.0,35862.0,12,4,9,52
63,133413.0,femme,39.5,5,462,1,divorcé,saint-louis,78481.0,2977.0,45,1,14,88
40,134264.0,femme,38.4,43,472,4,divorcé,thiès,84888.0,38493.0,58,2,4,50
55,20782.0,femme,38.4,42,801,0,célibataire,saint-louis,86022.0,1268.0,12,3,10,68
60,139481.0,femme,25.7,34,846,4,divorcé,saint-louis,51400.0,48929.0,13,2,7,13
68,50585.0,homme,27.3,33,583,1,célibataire,saint-louis,77628.0,16756.0,40,3,7,65
16,45682.0,homme,32.9,37,658,3,marié,dakar,61857.0,20764.0,11,2,5,81
31,144992.0,homme,38.1,4,680,2,marié,kaolack,74367.0,40385.0,23,1,14,92
76,99416.0,femme,19.4,17,832,3,marié,saint-louis,,15032.0,46,5,14,52
54,142810.0,femme,23.3,15,462,1,marié,kaolack,80648.0,29478.0,40,3,4,83
79,53067.0,femme,19.3,7,606,1,marié,dakar,26937.0,45702.0,11,1,12,63
78,33073.0,femme,30.7,24,638,0,marié,thiès,47672.0,11885.0,40,4,13,71
20,51035.0,homme,23.4,31,354,4,célibataire,thiès,11112.0,9796.0,56,4,10,48
37,105373.0,homme,23.8,25,632,4,divorcé,saint-louis,45545.0,39047.0,52,2,19,89
44,98362.0,femme,17.7,21,426,3,célibataire,dakar,99017.0,32863.0,31,4,11,61
70,105517.0,homme,24.4,30,542,2,marié,thiès,58355.0,15478.0,19,5,19,36
18,80450.0,homme,36.7,42,708,2,divorcé,dakar,85561.0,32117.0,39,3,0,48
27,25382.0,femme,21.6,9,802,0,divorcé,dakar,44082.0,20753.0,42,2,2,67
41,76929.0,femme,32.7,11,602,1,marié,saint-louis,70482.0,20325.0,28,3,7,32
31,113864.0,femme,31.1,27,763,0,marié,saint-louis,89098.0,7021.0,55,3,11,21
66,40169.0,femme,36.7,5,534,4,marié,dakar,21304.0,15185.0,34,1,14,69
52,102468.0,femme,19.2,19,337,5,marié,dakar,66625.0,5868.0,55,4,2,32
37,49594.0,femme,39.5,4,438,5,marié,saint-louis,82551.0,13071.0,10,3,7,27
72,60033.0,homme,30.0,22,494,5,marié,dakar,54885.0,8041.0,41,5,18,87
44,78133.0,homme,39.9,8,826,1,divorcé,saint-louis,81246.0,16515.0,34,5,19,3
29,88861.0,femme,37.9,28,300,0,marié,kaolack,22588.0,44075.0,50,4,5,65
43,46750.0,homme,21.3,15,395,3,marié,dakar,30967.0,40058.0,26,4,17,76
20,55461.0,femme,17.3,45,712,4,divorcé,saint-louis,97440.0,48263.0,23,2,10,48
62,93222.0,femme,22.1,21,837,5,célibataire,dakar,34256.0,25966.0,54,2,11,10
64,127020.0,femme,28.7,7,728,2,marié,saint-louis,68348.0,39284.0,22,2,1,34
45,39226.0,femme,20.1,19,534,0,divorcé,dakar,35052.0,42109.0,47,4,4,38
61,21721.0,homme,20.0,13,648,4,divorcé,thiès,90972.0,44470.0,48,3,3,9
77,35609.0,femme,27.1,38,780,4,célibataire,thiès,97351.0,22290.0,11,1,8,73
67,145513.0,homme,16.8,36,695,2,marié,dakar,68479.0,30702.0,41,2,12,71
20,119211.0,femme,18.9,49,650,2,marié,thiès,90732.0,28223.0,41,1,12,68
27,139865.0,femme,26.0,33,715,2,marié,dakar,70200.0,33575.0,49,5,14,22
31,89520.0,femme,17.5,10,350,5,divorcé,dakar,93625.0,45799.0,15,4,1,33
41,79309.0,homme,25.5,39,380,5,marié,kaolack,93140.0,49202.0,34,5,12,31
41,44984.0,femme,27.4,32,335,0,marié,kaolack,12506.0,44168.0,12,2,6,15
63,133947.0,femme,26.8,30,366,2,marié,thiès,30709.0,21661.0,27,3,16,67
36,20901.0,femme,36.9,43,780,3,marié,kaolack,68535.0,16439.0,59,2,7,53
54,46055.0,homme,28.7,33,767,4,célibataire,kaolack,54840.0,36432.0,47,1,17,27
51,129099.0,homme,27.2,49,441,2,célibataire,dakar,70587.0,33511.0,52,2,14,59
48,26138.0,homme,25.9,6,655,4,célibataire,saint-louis,69321.0,31147.0,12,3,14,77
77,38429.0,femme,35.6,48,770,1,marié,dakar,53202.0,29114.0,57,3,4,75
45,65200.0,homme,37.5,22,738,1,marié,kaolack,66588.0,6030.0,14,4,1,59
52,116268.0,femme,36.5,45,830,2,divorcé,dakar,13090.0,24515.0,33,4,15,84
38,32347.0,homme,32.2,6,426,4,divorcé,thiès,69231.0,47429.0,43,3,4,79
73,46822.0,homme,19.3,24,504,1,divorcé,saint-louis,31552.0,47743.0,56,3,5,43
25,55108.0,femme,22.6,2,328,2,marié,kaolack,90227.0,30333.0,57,1,11,1
69,143955.0,homme,17.1,37,744,4,célibataire,kaolack,43741.0,79.0,48,2,4,22
20,22967.0,femme,38.3,19,763,2,célibataire,dakar,31661.0,47577.0,57,4,19,92
51,125719.0,femme,31.9,33,579,5,célibataire,dakar,51025.0,29048.0,33,1,7,45
49,26871.0,homme,33.9,48,450,4,marié,dakar,16092.0,44900.0,45,2,10,72
67,43179.0,femme,23.5,43,539,1,célibataire,dakar,45674.0,2966.0,37,4,13,53
46,70099.0,femme,36.3,43,565,2,divorcé,kaolack,10570.0,48302.0,57,1,16,70
25,50262.0,homme,22.2,29,404,1,divorcé,dakar,22084.0,3728.0,58,5,9,92
73,93213.0,homme,16.0,16,732,2,célibataire,kaolack,75843.0,37304.0,43,5,1,80
34,132407.0,femme,25.0,9,796,0,divorcé,dakar,70752.0,49277.0,25,4,2,8
73,101269.0,homme,29.7,34,739,1,célibataire,saint-louis,79278.0,38581.0,45,1,12,69
47,75545.0,femme,27.5,19,457,1,célibataire,saint-louis,10765.0,24794.0,16,2,16,43
16,54922.0,femme,36.7,17,471,3,divorcé,dakar,34198.0,947.0,27,2,2,83
71,57913.0,homme,18.5,44,793,5,divorcé,dakar,71201.0,12565.0,15,1,9,73
20,112033.0,homme,29.3,43,610,1,divorcé,thiès,83271.0,15844.0,59,5,7,72
60,119792.0,homme,28.3,26,702,4,divorcé,saint-louis,91738.0,594.0,37,1,3,11
19,134863.0,homme,22.8,48,762,2,célibataire,kaolack,57199.0,21414.0,48,5,12,96
31,59936.0,femme,35.7,35,666,0,divorcé,saint-louis,21377.0,30690.0,43,5,6,31
39,43141.0,femme,34.1,22,849,4,divorcé,kaolack,89833.0,16524.0,50,2,6,33
31,112359.0,homme,33.6,31,554,4,marié,dakar,18036.0,27469.0,38,4,15,82
70,138279.0,homme,37.0,9,507,4,divorcé,saint-louis,50364.0,19439.0,13,3,4,32
17,56568.0,femme,33.3,10,749,4,divorcé,saint-louis,99905.0,26206.0,23,1,16,63
64,112539.0,femme,21.6,37,394,0,célibataire,thiès,47443.0,46785.0,14,5,9,47
43,61851.0,femme,32.9,5,777,3,célibataire,thiès,11663.0,36973.0,34,1,3,15
79,69823.0,femme,23.4,40,489,5,marié,saint-louis,49244.0,21555.0,48,4,13,49
47,38312.0,homme,21.8,46,783,1,divorcé,saint-louis,68391.0,7782.0,17,4,4,22
42,113723.0,femme,17.8,33,835,4,divorcé,saint-louis,87564.0,2660.0,24,3,1,25
35,27411.0,femme,33.9,35,722,1,divorcé,kaolack,95359.0,48781.0,28,3,13,53
39,72009.0,homme,33.1,36,432,1,divorcé,dakar,25077.0,39624.0,20,5,17,43
27,47371.0,femme,21.6,16,354,4,divorcé,thiès,67849.0,6089.0,29,3,10,36
65,72022.0,femme,34.0,39,809,3,divorcé,dakar,29631.0,5318.0,45,5,15,8
75,114071.0,homme,18.6,11,709,2,divorcé,thiès,77446.0,29400.0,23,5,15,12
48,111774.0,homme,21.6,20,510,1,divorcé,thiès,43500.0,15405.0,47,3,3,59
48,41715.0,femme,34.0,39,592,5,divorcé,saint-louis,29897.0,30209.0,34,1,0,79
76,42605.0,femme,22.6,18,414,4,marié,thiès,68915.0,8062.0,25,3,13,1
66,114853.0,homme,31.0,2,558,0,divorcé,dakar,47377.0,17424.0,27,4,11,94
58,46174.0,homme,17.9,17,421,1,marié,thiès,86670.0,41274.0,10,3,9,59
52,91373.0,femme,26.9,18,598,3,célibataire,dakar,36897.0,23987.0,49,2,18,56
27,84252.0,homme,33.7,46,680,2,divorcé,thiès,57280.0,44419.0,10,5,3,42
18,85017.0,homme,32.5,5,800,2,marié,thiès,67320.0,20556.0,10,4,19,18
16,78037.0,homme,35.6,15,596,0,célibataire,saint-louis,82592.0,27601.0,30,5,2,10
48,104818.0,femme,37.1,7,661,5,marié,dakar,78289.0,19330.0,34,5,3,77
55,21548.0,femme,34.6,47,762,0,marié,thiès,41941.0,15730.0,36,3,14,46
25,131981.0,femme,32.1,17,737,5,célibataire,thiès,24234.0,3236.0,19,1,10,88
58,39022.0,femme,16.8,47,426,1,divorcé,dakar,85172.0,3680.0,59,4,15,62
59,121297.0,femme,28.8,42,496,4,divorcé,thiès,13376.0,30312.0,21,2,3,6
44,75428.0,femme,16.9,38,520,3,marié,kaolack,40783.0,48151.0,37,2,5,78
28,74353.0,homme,35.4,48,390,2,célibataire,saint-louis,51249.0,21191.0,58,1,7,93
27,128132.0,femme,23.7,48,710,0,divorcé,dakar,53025.0,44066.0,41,1,12,30
46,31052.0,femme,29.5,11,307,3,marié,saint-louis,26447.0,17921.0,42,3,19,87
61,115689.0,homme,22.7,44,843,5,célibataire,kaolack,95865.0,36640.0,17,2,3,54
17,146743.0,femme,34.8,9,767,4,marié,kaolack,26713.0,34635.0,51,4,4,24
76,15163.0,femme,37.3,6,619,2,célibataire,kaolack,14858.0,48588.0,35,1,9,71
66,56424.0,homme,25.6,45,693,2,divorcé,dakar,61115.0,36688.0,51,1,4,29
65,37420.0,homme,36.7,0,568,5,divorcé,kaolack,95008.0,5693.0,59,1,11,35
50,135575.0,homme,22.4,48,490,4,marié,dakar,69834.0,20266.0,50,4,0,49
38,44300.0,femme,28.8,35,360,2,divorcé,dakar,92060.0,43716.0,11,2,9,13
32,104881.0,homme,36.6,20,737,4,divorcé,thiès,14539.0,26488.0,44,4,4,28
41,25749.0,femme,23.8,36,563,2,célibataire,dakar,73983.0,24122.0,43,4,18,26
23,119131.0,femme,38.9,23,394,1,divorcé,kaolack,28857.0,41224.0,15,3,18,49
44,143563.0,femme,18.9,24,769,5,célibataire,dakar,15364.0,29004.0,40,1,19,35
41,52487.0,femme,16.4,6,813,4,célibataire,dakar,75985.0,6331.0,32,2,11,33
25,36223.0,homme,37.7,41,493,3,marié,saint-louis,69169.0,21566.0,21,3,15,20
41,87930.0,homme,17.6,16,781,1,célibataire,kaolack,96366.0,45875.0,37,3,4,37
77,43380.0,femme,39.8,28,635,3,divorcé,dakar,31078.0,42262.0,24,5,16,74
49,41035.0,homme,38.8,29,734,5,célibataire,thiès,47574.0,46621.0,28,1,13,96
66,45620.0,femme,19.3,6,495,2,célibataire,dakar,10869.0,42154.0,21,2,11,78
56,132360.0,femme,28.9,32,548,3,marié,dakar,72624.0,40899.0,59,2,12,75
22,68352.0,femme,20.4,6,797,1,divorcé,saint-louis,50075.0,44564.0,57,2,13,87
19,18191.0,homme,26.3,23,511,4,divorcé,kaolack,13659.0,20778.0,11,1,4,49
73,105536.0,femme,17.5,10,765,0,divorcé,kaolack,46370.0,33926.0,20,2,4,36
68,119576.0,femme,21.4,8,520,3,célibataire,thiès,68185.0,20751.0,53,4,17,74
65,18631.0,homme,24.7,11,572,0,divorcé,thiès,89921.0,17528.0,46,4,13,18
60,57080.0,homme,26.5,34,453,5,divorcé,thiès,53751.0,68.0,47,1,17,0
26,105353.0,homme,39.5,3,548,3,célibataire,dakar,72758.0,3717.0,34,2,19,80
44,43671.0,homme,35.4,35,578,3,marié,dakar,94873.0,15218.0,52,5,0,39
71,137811.0,femme,33.7,27,739,4,marié,thiès,15131.0,43968.0,30,5,6,54
51,142734.0,homme,28.9,12,575,2,célibataire,kaolack,11358.0,25402.0,51,5,16,79
40,66399.0,femme,36.2,22,813,1,marié,kaolack,67371.0,48623.0,45,4,2,25
36,22099.0,homme,24.1,18,387,1,marié,thiès,92307.0,31643.0,18,5,9,42
76,71492.0,homme,33.0,41,804,1,marié,saint-louis,89139.0,42129.0,21,2,6,58
72,111722.0,homme,39.9,36,540,5,divorcé,kaolack,26246.0,48460.0,19,2,11,50
51,45111.0,homme,23.6,38,535,2,marié,kaolack,27216.0,29152.0,55,5,14,14
25,78936.0,homme,32.2,23,427,0,divorcé,thiès,51209.0,11526.0,14,3,15,7
52,75920.0,homme,36.3,15,802,1,marié,kaolack,52987.0,26916.0,42,5,7,93
24,78530.0,femme,38.0,32,499,0,divorcé,dakar,30577.0,42975.0,14,3,5,13
39,22788.0,homme,33.2,11,842,2,célibataire,dakar,52320.0,26028.0,25,1,3,96
79,43082.0,homme,22.8,33,801,5,célibataire,kaolack,21301.0,26709.0,46,1,10,6
50,138287.0,homme,23.8,6,791,2,marié,dakar,85051.0,41999.0,46,2,16,17
64,104570.0,homme,16.5,10,320,4,divorcé,saint-louis,10891.0,15063.0,38,4,1,11
63,98588.0,homme,17.0,28,715,5,célibataire,thiès,60457.0,4213.0,38,2,3,49
51,103340.0,homme,36.8,12,447,4,célibataire,dakar,64435.0,22797.0,15,4,2,92
33,109439.0,homme,,30,328,1,célibataire,saint-louis,30932.0,36234.0,27,2,6,20
64,130053.0,homme,20.1,1,660,2,marié,saint-louis,14192.0,19410.0,41,4,6,6
54,63355.0,femme,27.4,38,607,2,divorcé,dakar,26128.0,23382.0,51,2,15,90
47,140426.0,homme,33.7,14,461,3,célibataire,saint-louis,32836.0,45217.0,56,1,1,11
39,79027.0,femme,19.3,10,360,3,marié,kaolack,34837.0,2747.0,40,3,7,83
38,107601.0,homme,26.6,33,424,2,célibataire,saint-louis,32778.0,23655.0,20,2,14,56
77,44956.0,femme,27.6,38,755,2,célibataire,dakar,53130.0,30348.0,35,3,15,77
47,119797.0,femme,21.1,3,370,0,célibataire,saint-louis,26708.0,12454.0,37,5,0,73
52,139917.0,homme,18.8,10,765,0,célibataire,dakar,34232.0,12587.0,36,2,9,22
27,141303.0,homme,36.1,28,542,4,marié,dakar,67266.0,22555.0,28,1,6,29
64,57533.0,femme,28.1,1,789,3,divorcé,saint-louis,49412.0,28071.0,54,4,15,57
70,93815.0,femme,16.3,15,520,3,marié,dakar,14782.0,20239.0,36,1,9,94
28,54279.0,homme,35.3,38,772,2,marié,dakar,71196.0,31602.0,29,3,11,51
38,124787.0,femme,39.5,12,832,2,marié,thiès,36315.0,49151.0,12,4,16,55
40,76063.0,femme,30.5,36,793,4,célibataire,kaolack,20052.0,2203.0,25,1,12,9
50,142896.0,femme,,16,381,5,divorcé,dakar,29521.0,13635.0,48,1,11,18
56,112661.0,homme,37.1,20,821,5,célibataire,kaolack,79434.0,1144.0,53,1,14,18
45,138257.0,femme,38.9,43,311,5,marié,thiès,92755.0,32699.0,38,4,13,86
32,101205.0,femme,34.1,18,562,3,célibataire,thiès,79690.0,19083.0,24,1,18,58
64,21910.0,femme,26.7,6,748,0,divorcé,thiès,45546.0,26127.0,39,1,18,43
77,61857.0,homme,,37,491,5,divorcé,thiès,89345.0,12213.0,49,3,13,58
35,49964.0,homme,32.8,7,413,1,célibataire,kaolack,35972.0,16944.0,58,1,17,95
63,32153.0,femme,20.7,12,325,4,marié,saint-louis,,1187.0,10,1,4,83
40,74765.0,homme,26.7,36,798,5,célibataire,saint-louis,74385.0,3133.0,38,5,19,3
37,123212.0,femme,35.9,1,807,1,marié,kaolack,32030.0,3411.0,39,4,5,96
28,54071.0,homme,31.7,40,844,5,divorcé,dakar,50376.0,34457.0,49,5,17,64
74,127990.0,homme,25.9,10,361,0,célibataire,kaolack,95641.0,37175.0,55,3,13,12
34,84519.0,femme,31.9,23,528,0,divorcé,dakar,99831.0,35191.0,41,5,3,66
64,24503.0,homme,18.8,5,334,5,marié,dakar,87400.0,6728.0,19,2,0,11
51,110457.0,homme,25.6,25,755,1,marié,saint-louis,88412.0,33744.0,36,4,12,92
27,60838.0,homme,35.0,6,801,4,célibataire,thiès,28055.0,22881.0,17,1,10,54
76,140200.0,femme,21.3,38,324,1,célibataire,saint-louis,97508.0,12801.0,45,5,2,60
56,104489.0,homme,20.5,18,331,4,célibataire,saint-louis,35493.0,10548.0,51,5,16,94
34,41806.0,homme,38.8,5,311,5,divorcé,kaolack,84861.0,32886.0,44,1,17,40
24,53714.0,homme,22.3,28,300,2,marié,dakar,61057.0,19427.0,57,3,15,1
22,70419.0,homme,39.3,42,734,3,divorcé,kaolack,95909.0,972.0,45,5,12,21
29,107949.0,homme,32.8,1,495,0,célibataire,dakar,96717.0,6621.0,29,2,11,40
46,148533.0,homme,36.5,18,432,2,divorcé,thiès,61884.0,26013.0,54,2,3,94
79,91971.0,femme,18.8,3,385,3,marié,thiès,,49738.0,26,5,7,13
67,108471.0,femme,32.9,5,775,5,marié,saint-louis,,14530.0,32,2,11,92
34,79946.0,homme,,48,623,4,marié,thiès,54676.0,7354.0,34,5,18,34
73,113989.0,homme,35.9,36,479,4,marié,dakar,89045.0,46529.0,57,4,14,49
31,92794.0,femme,30.9,29,474,1,marié,thiès,72495.0,23223.0,40,2,11,95
68,45841.0,femme,27.5,6,320,4,divorcé,thiès,14743.0,41232.0,15,5,19,58
20,139447.0,homme,27.5,8,404,5,célibataire,thiès,,12550.0,44,2,17,55
50,135029.0,homme,34.4,24,742,4,divorcé,thiès,17014.0,22660.0,13,3,11,90
27,91272.0,femme,31.1,32,348,1,marié,dakar,46180.0,31029.0,49,4,15,9
40,52643.0,homme,31.2,0,827,3,célibataire,dakar,66977.0,30268.0,29,1,19,24
67,58950.0,femme,26.8,5,444,0,divorcé,saint-louis,69534.0,47119.0,50,1,10,44
74,115500.0,femme,28.7,17,639,1,divorcé,kaolack,73209.0,26340.0,10,2,19,96
36,140588.0,homme,33.9,9,653,5,divorcé,saint-louis,51908.0,4290.0,54,5,13,10
51,30997.0,femme,35.8,27,374,3,célibataire,saint-louis,60918.0,30138.0,35,3,1,8
68,94751.0,homme,32.7,10,618,3,divorcé,thiès,18219.0,6446.0,43,4,12,6
38,113605.0,homme,38.2,32,386,3,marié,kaolack,17163.0,13432.0,19,4,13,70
31,70533.0,homme,35.7,0,341,2,célibataire,thiès,12470.0,1522.0,32,4,5,33
72,97566.0,homme,29.5,12,392,2,célibataire,dakar,26543.0,33329.0,58,1,11,82
54,123255.0,homme,32.1,36,806,3,divorcé,saint-louis,29276.0,3540.0,33,3,6,19
60,73005.0,homme,38.2,19,828,5,marié,kaolack,46881.0,12328.0,22,1,3,88
68,58541.0,femme,30.9,0,564,4,célibataire,dakar,88950.0,34247.0,38,2,6,4
57,38387.0,femme,35.8,2,591,5,divorcé,saint-louis,17749.0,6677.0,55,4,12,92
73,108980.0,femme,32.5,17,763,2,marié,kaolack,34182.0,41616.0,36,3,10,54
54,100457.0,femme,29.2,40,396,1,divorcé,saint-louis,87450.0,49741.0,40,4,7,90
29,79028.0,homme,21.8,13,394,2,divorcé,kaolack,90543.0,25947.0,52,1,18,88
46,134246.0,femme,26.2,30,625,4,célibataire,saint-louis,31383.0,45534.0,19,1,1,14
73,70731.0,femme,39.2,26,373,0,célibataire,thiès,88578.0,13520.0,40,1,17,47
20,59638.0,femme,31.8,16,635,2,divorcé,saint-louis,35412.0,44711.0,48,4,9,3
50,35567.0,homme,29.5,45,367,5,célibataire,saint-louis,23181.0,22805.0,19,3,5,77
38,72804.0,femme,38.4,28,376,5,célibataire,kaolack,54898.0,30444.0,33,3,3,80
44,123821.0,homme,30.1,35,507,3,marié,kaolack,69630.0,20143.0,42,2,18,20
58,18754.0,femme,28.6,36,520,3,marié,thiès,13405.0,10292.0,23,4,13,79
26,42044.0,homme,34.2,25,561,3,divorcé,kaolack,20862.0,42844.0,44,2,13,89
33,82260.0,homme,33.1,16,709,0,divorcé,saint-louis,,16017.0,54,2,17,8
62,81912.0,femme,20.6,21,630,4,divorcé,kaolack,38688.0,25323.0,43,2,16,65
27,23706.0,homme,27.3,24,643,1,divorcé,kaolack,58017.0,41423.0,26,2,17,78
24,23894.0,homme,27.3,1,373,5,marié,kaolack,22939.0,41713.0,30,1,17,34
25,98986.0,femme,25.1,21,553,5,célibataire,thiès,49585.0,22320.0,41,2,4,87
73,96942.0,femme,28.4,4,631,4,marié,thiès,32942.0,8774.0,12,3,8,50
59,44725.0,femme,25.9,3,697,0,divorcé,dakar,15272.0,2205.0,24,2,0,77
32,119555.0,homme,20.8,35,644,3,divorcé,thiès,54134.0,12342.0,17,1,3,36
76,24496.0,homme,25.9,5,754,4,marié,thiès,34265.0,4027.0,41,5,6,5
53,71447.0,homme,,20,414,1,marié,thiès,58192.0,16327.0,47,5,10,81
22,116604.0,femme,29.8,12,612,3,divorcé,saint-louis,38668.0,21200.0,35,5,13,85
61,103199.0,homme,36.5,36,527,1,célibataire,dakar,91560.0,7188.0,39,4,9,81
28,56321.0,homme,33.4,24,544,2,divorcé,saint-louis,79283.0,2808.0,18,3,18,50
55,70147.0,homme,24.6,25,825,1,marié,thiès,19297.0,13851.0,41,1,7,65
57,106396.0,homme,18.1,38,827,3,divorcé,thiès,74005.0,15354.0,20,5,2,95
24,53787.0,homme,20.9,19,726,2,divorcé,dakar,68434.0,15058.0,31,1,7,16
65,36727.0,homme,29.1,32,341,3,célibataire,dakar,74749.0,14620.0,43,1,17,64
42,110081.0,homme,21.0,13,764,5,divorcé,kaolack,11607.0,31230.0,50,4,4,8
73,137721.0,femme,29.1,35,577,3,divorcé,thiès,69183.0,36681.0,27,5,19,12
17,83056.0,femme,21.6,16,318,2,divorcé,thiès,96994.0,17803.0,28,2,10,99
20,149153.0,femme,36.4,20,365,1,marié,saint-louis,66305.0,2167.0,27,1,8,57
44,95102.0,homme,25.5,45,466,5,marié,kaolack,37973.0,2144.0,46,5,18,29
52,91865.0,homme,21.9,15,702,0,célibataire,thiès,33117.0,2167.0,27,1,11,30
53,82695.0,femme,35.5,45,708,0,divorcé,saint-louis,91986.0,42520.0,21,4,4,22
34,132235.0,homme,24.2,15,411,0,marié,dakar,91071.0,42136.0,13,4,15,62
23,123777.0,femme,18.7,19,573,0,célibataire,saint-louis,17645.0,25844.0,56,2,12,27
63,34033.0,homme,29.7,28,706,4,divorcé,thiès,52238.0,28163.0,52,4,5,58
60,41832.0,homme,30.0,27,672,0,célibataire,saint-louis,79694.0,22920.0,36,5,15,9
16,130725.0,femme,33.2,7,338,2,célibataire,saint-louis,51773.0,17550.0,14,4,17,88
37,34873.0,femme,21.8,23,404,0,célibataire,kaolack,26786.0,36343.0,15,2,16,99
67,55372.0,femme,26.7,2,623,3,célibataire,kaolack,50693.0,18254.0,22,3,11,89
32,104464.0,femme,22.8,24,713,0,célibataire,dakar,36578.0,49311.0,32,1,0,25
78,132322.0,femme,17.9,18,728,1,célibataire,kaolack,56408.0,40011.0,51,1,6,76
22,115082.0,homme,37.0,32,360,2,célibataire,saint-louis,79702.0,20147.0,34,5,13,16
40,20110.0,homme,33.5,1,606,2,divorcé,kaolack,,12926.0,55,2,17,39
60,27087.0,homme,23.2,14,653,5,divorcé,thiès,25076.0,33823.0,13,2,0,67
19,97617.0,femme,30.4,21,692,4,célibataire,saint-louis,29377.0,49485.0,41,2,19,22
51,115483.0,femme,20.8,9,503,3,divorcé,saint-louis,19278.0,23991.0,53,1,9,34
21,24596.0,femme,37.4,17,557,2,célibataire,saint-louis,74808.0,41851.0,24,4,14,74
75,122539.0,femme,18.8,21,785,1,divorcé,thiès,43539.0,27563.0,35,1,10,75
46,33313.0,femme,16.1,45,816,0,marié,saint-louis,21440.0,30688.0,51,1,3,8
34,128175.0,femme,28.0,48,745,2,célibataire,kaolack,36245.0,29023.0,20,1,14,78
76,129914.0,homme,30.0,26,479,1,marié,thiès,32097.0,34130.0,18,4,15,44
59,38705.0,homme,29.9,12,641,0,célibataire,saint-louis,83703.0,925.0,20,3,14,36
69,88445.0,homme,17.3,32,432,4,célibataire,kaolack,77092.0,16321.0,11,5,16,68
54,118892.0,homme,23.5,4,742,2,marié,kaolack,11151.0,10769.0,54,3,10,18
42,17023.0,homme,28.0,25,552,2,marié,dakar,31698.0,36748.0,36,3,17,74
25,134654.0,femme,21.2,12,564,1,marié,kaolack,27601.0,40028.0,35,1,15,72
41,95073.0,femme,36.9,26,392,5,célibataire,kaolack,36807.0,16151.0,17,3,14,98
34,107197.0,femme,18.1,13,710,3,marié,dakar,55302.0,10597.0,30,1,10,26
54,79429.0,femme,27.7,23,437,4,marié,dakar,,34187.0,30,1,12,12
77,119195.0,femme,32.6,2,507,3,divorcé,thiès,18039.0,43835.0,17,5,17,56
18,48848.0,femme,22.3,46,606,2,divorcé,kaolack,57427.0,59.0,10,2,7,59
